OVERALL_RATING,POTENTIAL,VALUE,WAGE,HEIGHT,KIT_NUMBER,WEAK_FOOT,SKILL_MOVES,RELEASE_CLAUSE,POSITION,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,GOALKEEPING,AGE,PREFERRED_FOOT_Left,PREFERRED_FOOT_Right
67,77,2.3,3.0,175,30,3,3,4.5,LW,55,56,74,54,50,27,12,22,False,True
61,78,825.0,500.0,170,41,3,3,2.2,LW,52,54,73,45,46,28,12,18,False,True
58,77,475.0,500.0,185,96,3,3,1.2,LB,47,51,60,50,50,58,10,18,True,False
60,76,625.0,1.0,170,45,3,2,1.4,ST,54,51,66,59,48,17,9,19,False,True
65,79,1.7,3.0,179,35,2,2,4.3,CM,52,60,74,66,60,62,11,19,True,False
60,82,775.0,1.0,178,45,3,3,2.1,CAM,54,61,59,53,52,51,11,18,True,False
60,78,625.0,2.0,178,46,3,2,1.5,CF,57,60,65,58,48,24,10,19,True,False
71,75,2.7,650.0,187,19,3,3,6.1,CAM,66,68,69,72,66,58,11,26,False,True
62,80,950.0,500.0,180,35,3,3,2.0,RB,47,50,72,52,50,55,12,19,False,True
70,76,2.3,500.0,178,20,3,3,5.5,RB,63,69,76,66,67,65,12,21,False,True
63,83,1.3,1.0,174,49,3,2,3.6,CF,57,57,69,59,49,19,8,19,False,True
64,78,1.4,3.0,165,35,3,3,2.8,CAM,56,62,65,52,54,43,10,21,False,True
61,80,825.0,2.0,187,94,3,2,1.9,CM,54,59,60,65,55,52,10,19,True,False
68,79,2.5,2.0,185,34,3,2,5.5,ST,60,50,69,69,54,24,11,18,False,True
73,80,6.0,20.0,185,8,4,4,0.0,CM,60,64,67,68,63,65,12,20,False,True
70,77,3.1,19.0,173,33,3,2,6.8,LB,49,54,74,54,56,66,10,24,True,False
66,78,2.0,1.0,180,25,4,4,0.0,CF,58,63,78,67,56,38,12,21,False,True
65,80,1.7,5.0,194,34,3,2,0.0,ST,56,53,58,63,55,29,11,20,False,True
68,77,2.7,3.0,175,11,3,2,4.7,ST,64,62,66,70,51,24,12,22,False,True
62,76,950.0,4.0,180,8,5,2,0.0,CM,50,59,63,56,54,51,12,21,False,True
72,78,3.8,11.0,176,18,3,3,0.0,ST,66,67,80,67,56,31,12,22,False,True
65,79,1.6,2.0,175,26,4,3,0.0,LB,54,58,74,59,53,60,9,21,True,False
67,80,2.4,20.0,187,25,4,3,0.0,LW,59,59,65,64,54,41,11,21,False,True
70,75,2.4,11.0,185,14,2,3,0.0,RW,61,72,78,67,63,51,9,24,False,True
64,77,1.4,2.0,175,11,3,4,3.0,ST,57,59,77,62,54,20,10,21,False,True
65,72,1.5,4.0,189,10,3,3,2.6,ST,61,60,65,67,55,16,9,24,False,True
72,79,4.7,7.0,184,32,3,3,8.0,CM,59,69,68,74,67,66,13,23,False,True
71,82,4.1,41.0,182,21,3,3,7.8,ST,68,66,72,69,55,18,9,21,False,True
74,84,9.5,27.0,178,19,5,4,20.0,LM,65,68,82,68,57,23,10,23,False,True
72,76,3.4,750.0,183,77,4,4,7.7,RW,63,70,75,71,59,45,10,24,False,True
68,75,2.4,19.0,179,25,3,3,0.0,RM,58,60,73,55,52,33,10,21,False,True
73,80,6.0,13.0,186,9,4,3,10.2,ST,67,63,75,75,61,28,11,24,False,True
69,78,2.9,4.0,185,28,3,2,4.6,RB,52,51,68,65,56,69,10,21,False,True
69,74,2.1,11.0,181,10,5,4,2.9,CM,63,69,77,73,65,64,9,25,False,True
64,78,1.4,2.0,181,97,3,3,3.7,RW,61,57,67,63,49,25,10,20,False,True
64,77,1.4,900.0,178,27,4,4,3.1,CM,60,67,72,55,58,52,8,20,False,True
63,81,1.2,2.0,180,9,2,3,0.0,ST,56,49,73,59,45,17,10,20,False,True
70,75,2.3,11.0,187,41,3,2,4.3,RB,50,49,70,53,57,69,11,23,False,True
67,78,2.0,6.0,190,35,3,1,3.8,GK,13,13,33,37,17,9,65,22,False,True
67,79,2.1,4.0,190,21,3,1,4.0,GK,14,17,40,46,26,12,67,21,False,True
68,79,2.2,11.0,192,19,2,1,0.0,GK,18,19,34,34,22,11,68,21,False,True
64,76,1.4,5.0,172,18,2,3,0.0,LM,55,53,79,58,46,26,9,21,False,True
64,82,1.4,600.0,196,31,3,2,3.5,CB,45,50,40,59,50,62,11,18,True,False
69,77,2.9,6.0,182,3,3,2,6.4,RWB,54,58,73,61,58,65,12,21,False,True
64,76,1.4,3.0,190,22,3,2,0.0,ST,62,56,59,66,56,23,11,20,False,True
67,81,2.4,3.0,180,55,4,3,0.0,CM,59,66,70,66,64,51,8,21,False,True
68,78,2.6,4.0,180,2,3,2,4.9,RM,51,55,82,63,59,58,11,21,False,True
62,72,825.0,2.0,176,22,4,2,1.6,RWB,51,49,69,56,55,58,12,22,False,True
68,80,2.8,2.0,185,8,3,2,4.1,CDM,60,64,70,67,64,64,9,21,False,True
69,78,2.9,3.0,180,6,3,2,5.7,CB,52,54,63,59,56,70,9,22,True,False
56,68,300.0,650.0,186,16,3,1,585.0,GK,12,14,29,32,17,10,55,21,False,True
63,81,1.2,6.0,181,23,2,3,3.0,LM,52,57,73,52,49,30,10,20,False,True
72,81,4.8,18.0,190,42,3,2,10.1,CB,47,47,65,60,52,74,11,21,True,False
65,80,1.4,950.0,186,35,3,1,3.7,GK,16,18,51,41,23,11,65,20,False,True
69,81,3.2,8.0,183,40,3,2,0.0,RWB,64,57,71,66,57,65,9,21,False,True
67,80,2.4,10.0,188,11,4,3,6.1,CM,51,64,68,67,59,58,10,21,False,True
72,81,5.5,31.0,187,9,3,3,0.0,ST,66,60,63,71,58,31,11,22,False,True
69,80,3.2,20.0,185,9,3,3,0.0,ST,62,57,69,70,59,28,13,22,False,True
68,78,2.6,8.0,186,11,3,4,4.9,LM,55,60,72,57,50,26,8,22,False,True
69,83,3.3,13.0,182,19,3,3,0.0,ST,61,60,74,63,52,20,12,20,False,True
63,74,1.0,650.0,178,3,3,4,1.7,LM,45,57,77,52,50,52,10,21,True,False
63,80,1.3,15.0,182,29,4,4,3.5,ST,60,57,62,56,50,23,12,20,False,True
59,78,575.0,3.0,180,38,4,3,1.5,ST,51,46,69,63,43,13,13,20,False,True
61,75,700.0,4.0,191,40,3,1,1.8,GK,11,14,30,36,24,10,60,22,True,False
70,80,3.3,6.0,178,19,3,3,5.0,RB,57,61,79,64,63,66,10,20,False,True
68,73,1.5,500.0,186,23,3,1,3.4,GK,21,25,43,40,28,13,68,24,False,True
72,81,4.9,6.0,188,23,3,2,8.8,CB,46,50,66,72,57,73,9,24,False,True
66,78,2.0,2.0,180,10,3,3,0.0,CAM,59,63,65,60,59,58,11,20,False,True
61,77,825.0,2.0,180,24,3,2,0.0,CM,56,59,67,56,54,52,13,20,False,True
63,81,1.2,500.0,178,26,3,3,2.5,LM,48,49,73,45,52,59,13,19,True,False
59,74,525.0,500.0,177,32,2,2,1.5,ST,52,53,65,57,44,15,11,19,False,True
60,75,550.0,700.0,177,85,3,2,1.2,LWB,40,46,68,49,47,55,12,19,True,False
77,84,17.5,16.0,189,30,3,1,36.8,GK,14,17,46,42,25,11,76,22,False,True
72,77,3.6,14.0,189,18,3,3,0.0,ST,66,64,74,78,70,50,11,26,True,False
71,81,3.9,3.0,170,47,3,3,6.4,LB,55,62,76,64,57,68,10,21,True,False
73,82,6.5,23.0,174,10,3,3,13.7,RM,61,64,84,59,56,36,11,22,False,True
74,81,8.5,34.0,184,28,2,3,16.2,CM,67,74,72,69,65,64,10,24,True,False
72,78,3.5,15.0,178,3,3,3,7.0,LWB,60,61,75,62,64,69,11,24,True,False
69,76,2.6,17.0,185,2,3,2,0.0,CB,54,56,66,66,58,67,9,23,True,False
73,80,6.0,28.0,184,14,3,3,12.6,LB,61,58,76,61,63,67,11,24,True,False
68,75,2.3,5.0,191,4,4,2,4.1,CB,41,37,59,61,52,68,9,22,False,True
76,81,11.5,12.0,183,8,3,3,18.1,CM,62,73,72,76,71,72,10,25,False,True
72,82,5.5,13.0,175,23,3,3,9.9,CAM,59,65,78,55,55,38,11,23,False,True
76,81,11.5,900.0,175,7,3,4,26.2,CAM,67,76,84,72,71,57,11,25,False,True
73,77,4.1,3.0,172,20,3,3,6.0,LB,60,62,76,62,59,70,13,24,True,False
68,76,2.5,22.0,189,28,3,2,0.0,CB,47,50,62,61,58,68,10,23,False,True
72,83,5.0,43.0,180,29,3,2,0.0,RWB,50,56,81,64,60,68,11,22,False,True
65,76,1.6,6.0,184,41,3,3,3.2,CM,56,63,66,60,56,55,10,23,False,True
70,73,2.2,6.0,178,13,2,3,3.5,CM,58,70,75,71,68,63,10,25,False,True
69,80,3.0,32.0,179,22,4,3,0.0,CM,60,69,70,66,64,61,11,22,False,True
68,79,2.7,13.0,191,14,3,2,0.0,ST,59,51,63,71,53,36,12,22,False,True
60,78,625.0,4.0,183,14,2,3,0.0,LM,48,52,75,59,49,29,11,20,False,True
73,82,6.5,14.0,194,31,3,2,11.1,CB,51,54,57,60,54,73,12,22,True,False
66,79,2.1,9.0,170,17,2,3,0.0,RM,57,59,75,53,50,25,11,21,True,False
70,73,1.9,5.0,168,25,4,2,2.5,LWB,52,57,83,69,58,64,13,27,True,False
68,82,2.9,3.0,172,96,4,4,0.0,RM,59,64,83,54,55,21,11,20,False,True
72,79,4.5,8.0,178,18,3,2,7.7,CDM,55,60,67,64,65,71,10,22,False,True
66,83,2.2,6.0,174,20,3,3,5.6,LM,55,60,76,57,57,31,10,19,False,True
72,78,3.5,6.0,176,8,3,2,0.0,RB,54,61,78,66,62,67,10,25,False,True
75,81,8.0,28.0,183,55,3,2,16.8,CB,60,66,70,69,64,75,11,25,False,True
72,83,5.0,500.0,185,9,3,2,11.8,ST,66,59,75,71,51,21,11,21,False,True
71,78,3.8,23.0,173,26,4,3,8.0,CM,62,75,70,67,65,54,11,23,False,True
74,77,5.5,34.0,180,2,2,2,10.3,RB,58,62,76,70,68,72,11,25,False,True
73,81,7.0,7.0,178,17,3,3,11.9,RM,68,69,76,67,54,34,9,23,True,False
67,80,2.4,3.0,177,14,4,2,5.3,CM,60,65,65,62,61,58,10,22,False,True
70,77,3.2,550.0,170,50,4,3,7.7,CAM,59,62,78,69,61,27,12,24,True,False
66,80,1.9,1.0,178,28,4,2,3.8,RB,48,57,73,57,58,63,12,20,False,True
71,81,4.2,3.0,176,8,3,4,6.3,CAM,63,68,78,67,67,63,10,22,False,True
67,81,2.2,2.0,183,29,2,2,5.8,CB,41,44,61,55,49,68,12,20,False,True
73,79,4.8,17.0,169,11,2,4,0.0,RM,61,70,81,62,57,25,11,25,True,False
73,81,7.0,13.0,178,10,5,4,11.9,LM,64,67,80,69,63,35,10,22,False,True
66,76,1.7,2.0,184,2,2,2,2.6,CB,42,41,64,63,49,62,10,20,False,True
68,79,2.5,5.0,180,70,3,3,4.3,RB,59,63,75,72,59,62,10,21,False,True
69,73,1.6,5.0,186,19,3,1,2.7,GK,14,18,33,35,22,10,70,25,False,True
65,77,1.7,2.0,180,29,3,3,3.0,RM,62,62,69,61,51,23,12,22,False,True
69,79,3.2,11.0,183,9,3,3,5.4,ST,62,58,77,74,57,15,10,22,False,True
69,80,3.1,7.0,184,27,3,3,5.3,RM,62,62,75,63,57,48,13,23,False,True
68,75,2.3,500.0,183,26,3,2,5.4,CDM,52,53,55,67,55,70,12,23,False,True
75,80,8.5,1.0,175,32,3,3,19.3,CAM,73,71,80,78,72,50,11,25,False,True
68,82,2.7,5.0,184,26,3,3,7.1,LB,56,59,70,66,62,63,10,20,True,False
65,80,1.7,3.0,187,20,3,2,3.8,ST,56,49,69,66,48,16,9,21,False,True
70,73,2.1,3.0,180,17,3,3,3.5,CF,66,65,74,67,58,32,11,27,False,True
73,83,5.5,6.0,194,16,3,1,9.4,GK,15,18,49,44,22,15,72,21,False,True
73,80,6.0,18.0,175,19,3,3,13.8,CM,64,68,78,70,65,58,11,24,False,True
64,78,1.3,2.0,187,34,3,2,3.1,CB,46,52,64,57,56,63,12,21,True,False
64,72,1.2,1.0,185,23,3,2,2.3,CB,36,34,67,55,46,66,9,23,False,True
76,81,11.5,38.0,184,30,2,2,20.4,LM,73,74,77,79,71,77,11,24,True,False
62,73,825.0,2.0,175,26,2,2,1.6,LB,45,51,69,57,48,56,12,22,True,False
67,79,2.5,16.0,188,20,5,3,0.0,RM,56,64,73,61,54,48,8,21,True,False
63,78,1.1,8.0,174,20,3,3,0.0,LM,56,53,80,61,49,27,10,20,False,True
74,83,9.0,54.0,183,50,4,2,0.0,LB,62,69,73,60,64,71,11,23,True,False
72,80,4.6,4.0,192,42,3,1,9.2,GK,13,15,37,43,19,11,73,23,False,True
76,81,11.5,33.0,183,7,2,3,22.7,LM,67,77,73,69,65,54,12,24,True,False
71,74,2.6,25.0,175,17,3,3,4.9,LW,60,66,84,68,53,40,9,23,False,True
66,77,1.9,12.0,180,20,3,3,0.0,CAM,57,61,70,65,62,52,12,23,True,False
73,80,6.0,8.0,183,2,4,3,9.6,RB,55,64,81,63,62,70,11,23,False,True
71,80,4.2,13.0,177,29,3,3,9.7,LM,61,71,72,53,58,31,12,23,True,False
72,81,5.5,26.0,170,23,4,3,11.6,LW,65,66,79,69,61,33,12,22,False,True
77,81,12.0,37.0,198,1,2,1,23.7,GK,17,19,41,45,32,13,77,25,False,True
65,69,1.0,16.0,171,27,3,2,2.0,CM,58,65,71,62,63,53,11,23,False,True
76,82,11.0,14.0,186,18,3,2,20.9,CB,42,43,59,56,55,79,8,23,False,True
72,75,3.1,14.0,188,14,3,2,6.1,ST,64,60,65,73,60,26,12,27,False,True
71,80,3.9,3.0,185,5,2,2,0.0,CB,51,50,63,56,59,73,10,25,True,False
76,76,7.5,1.0,170,10,4,3,16.5,CM,60,71,81,65,69,73,11,30,False,True
74,74,4.1,22.0,188,11,3,3,7.4,LM,70,66,76,70,64,47,10,30,False,True
72,73,2.8,36.0,178,30,2,3,5.3,RW,63,62,82,75,57,26,11,26,False,True
73,80,6.0,15.0,188,8,4,3,13.2,CDM,62,67,73,71,68,68,9,24,False,True
72,79,4.5,10.0,175,8,3,3,7.7,CDM,61,65,80,75,68,65,9,23,False,True
70,81,3.6,15.0,177,20,3,3,6.8,CM,58,64,75,60,60,61,9,23,True,False
75,80,8.5,32.0,185,16,4,3,0.0,ST,70,66,79,74,67,34,9,26,False,True
74,79,6.0,10.0,169,23,4,3,9.5,CDM,64,71,71,67,68,72,12,24,True,False
64,72,1.2,2.0,189,25,3,2,2.8,CB,40,39,48,54,49,65,11,23,True,False
69,76,2.8,5.0,174,8,3,2,4.5,CM,50,58,69,68,63,62,10,24,False,True
62,71,900.0,2.0,182,19,3,3,1.3,CM,44,58,69,48,58,45,10,22,False,True
66,76,1.9,6.0,186,26,3,3,0.0,ST,63,53,60,64,52,14,11,21,False,True
74,79,5.0,19.0,195,1,2,1,9.9,GK,11,13,38,39,22,11,74,22,False,True
75,79,7.5,39.0,191,24,3,2,13.3,CB,48,46,57,62,54,77,11,23,False,True
75,81,8.5,5.0,184,20,3,2,15.3,LB,56,59,66,65,51,78,11,25,True,False
62,73,0.0,0.0,188,24,2,2,0.0,CB,36,25,59,53,50,62,11,23,False,True
69,74,2.1,15.0,168,16,3,3,0.0,CM,55,60,80,61,62,65,12,24,False,True
67,76,2.2,3.0,180,34,3,2,4.3,RB,59,55,71,72,59,64,11,22,False,True
69,79,2.9,9.0,188,2,3,2,0.0,CB,43,47,54,60,53,66,8,22,True,False
59,69,475.0,5.0,168,41,2,3,998.0,RB,44,48,73,53,52,53,9,21,False,True
70,79,3.6,10.0,177,12,5,3,8.3,LM,68,62,77,68,54,23,11,24,True,False
64,74,1.3,1.0,176,9,4,3,2.3,ST,54,53,77,62,51,29,13,22,False,True
79,82,23.5,39.0,180,29,3,3,0.0,ST,71,63,77,76,65,20,12,27,False,True
73,80,6.0,18.0,182,11,3,3,13.8,RM,61,65,80,64,65,68,11,24,False,True
69,78,2.7,6.0,189,1,3,1,5.7,GK,16,19,40,37,25,11,68,23,False,True
73,81,6.5,14.0,172,10,3,4,11.1,CAM,65,74,77,65,60,42,10,22,False,True
73,80,6.0,12.0,177,10,3,4,10.2,RW,63,70,85,70,53,35,11,23,True,False
72,83,5.5,10.0,168,11,3,4,9.1,LM,60,63,78,63,56,36,11,23,True,False
70,81,3.6,4.0,170,20,3,5,6.1,LM,52,65,81,58,59,46,12,22,False,True
66,76,1.8,13.0,182,17,3,2,0.0,RB,52,60,68,56,56,63,11,21,False,True
71,79,4.2,25.0,175,70,3,3,8.0,CAM,66,64,68,65,64,50,12,23,False,True
75,76,6.0,15.0,176,2,3,2,8.9,RB,62,55,76,74,67,74,12,27,False,True
74,79,6.5,850.0,190,7,3,2,14.8,ST,69,62,69,69,62,20,12,23,False,True
73,79,4.4,14.0,182,4,2,2,10.1,CDM,59,61,63,63,63,72,11,26,False,True
78,78,12.0,30.0,172,22,3,3,25.2,LB,64,69,79,74,68,76,10,31,True,False
78,83,21.5,14.0,179,9,3,3,46.8,ST,69,61,73,79,66,36,7,25,False,True
67,81,2.4,1.0,182,44,2,3,5.1,LM,55,58,79,71,54,31,11,20,False,True
68,78,2.6,6.0,175,26,3,2,5.2,LWB,51,53,70,58,51,66,9,22,True,False
71,82,3.9,10.0,180,21,4,2,6.6,CB,52,57,77,62,58,73,9,23,False,True
58,63,325.0,11.0,174,9,3,3,0.0,ST,57,53,66,54,47,28,10,22,True,False
74,81,8.5,13.0,193,7,3,3,14.5,ST,66,65,70,78,65,32,9,23,False,True
71,78,3.6,12.0,185,28,2,3,7.2,CDM,56,59,65,60,61,69,10,23,True,False
70,77,3.0,5.0,178,12,3,3,6.9,CDM,57,67,71,68,63,69,9,23,False,True
78,83,19.5,23.0,183,3,2,2,42.4,CB,57,48,74,67,61,81,10,24,False,True
66,76,1.8,10.0,187,22,2,2,0.0,CB,48,42,55,52,49,66,8,22,False,True
68,78,2.7,8.0,173,29,3,3,4.6,CM,64,71,75,71,65,57,12,23,False,True
74,82,9.0,34.0,188,26,4,2,18.9,CB,50,47,67,58,55,75,9,23,False,True
72,79,4.7,6.0,179,77,3,3,8.0,CM,63,69,75,71,66,70,12,24,False,True
61,72,725.0,2.0,179,20,3,3,1.4,CAM,52,59,71,48,47,32,12,22,False,True
70,73,2.1,24.0,189,10,5,4,0.0,ST,68,60,70,70,62,26,11,26,True,False
74,82,8.5,20.0,195,15,3,2,17.9,CB,52,54,70,64,61,75,9,24,False,True
72,77,3.5,34.0,173,17,2,3,0.0,CM,59,61,75,71,67,72,11,25,True,False
72,81,4.9,14.0,191,5,2,2,11.3,CB,45,44,63,59,52,73,10,25,False,True
71,76,2.8,15.0,189,4,3,4,5.0,CAM,64,70,73,67,61,56,11,25,False,True
73,80,6.0,16.0,184,7,4,2,10.2,CM,66,71,73,78,71,70,11,24,False,True
66,72,1.4,4.0,183,7,3,3,2.7,ST,60,56,76,67,59,19,10,25,True,False
76,80,10.0,15.0,174,8,3,3,21.8,CDM,57,65,78,70,72,76,12,26,False,True
63,68,725.0,500.0,178,7,3,3,1.6,CM,55,63,74,66,59,55,11,25,True,False
71,74,2.6,23.0,177,28,4,4,5.1,LM,63,68,80,66,56,30,11,26,False,True
74,74,4.6,30.0,172,29,4,4,8.7,CM,72,81,77,64,73,57,11,28,False,True
73,79,4.4,19.0,190,5,3,2,10.1,CB,50,45,65,61,56,74,11,24,True,False
68,76,2.7,17.0,173,21,4,3,0.0,CM,58,68,72,62,62,61,9,23,False,True
73,76,3.5,7.0,198,3,3,2,5.5,CB,41,50,47,59,51,74,10,28,False,True
75,78,7.5,24.0,176,23,4,4,14.1,RM,71,68,78,69,58,47,10,26,False,True
72,79,4.8,4.0,174,10,4,3,7.2,CAM,63,67,81,70,66,62,11,23,False,True
69,72,1.9,8.0,182,7,3,4,2.7,LW,64,69,75,67,59,30,12,25,False,True
75,79,8.0,50.0,175,25,3,4,15.8,ST,71,67,83,76,56,37,11,26,False,True
80,80,18.5,45.0,178,7,3,3,35.2,RWB,69,75,81,72,69,72,14,31,False,True
67,73,1.6,4.0,175,9,3,3,2.8,LM,60,54,78,67,51,23,10,24,True,False
75,78,7.5,10.0,183,10,3,3,11.8,CAM,73,65,65,83,77,72,11,25,False,True
70,73,2.1,12.0,170,7,4,4,3.5,ST,61,58,86,61,60,36,10,26,False,True
71,77,3.0,14.0,183,14,4,3,0.0,RM,64,63,77,65,54,30,11,24,False,True
68,73,1.7,4.0,180,3,3,2,2.7,LB,55,65,67,72,56,67,10,25,True,False
74,78,5.5,19.0,195,22,2,2,11.4,CB,45,48,51,63,57,75,12,26,False,True
75,80,8.5,38.0,185,77,3,3,0.0,CM,70,70,79,78,72,70,10,26,False,True
74,80,6.5,23.0,181,23,2,4,13.7,RM,60,68,79,69,55,24,9,24,True,False
78,84,20.0,38.0,191,15,3,2,38.0,CB,63,62,70,70,68,79,12,25,False,True
73,73,3.3,8.0,185,7,3,2,4.8,ST,66,55,68,75,60,24,11,29,False,True
74,78,6.0,10.0,174,9,3,3,8.9,ST,68,66,76,75,59,18,10,24,False,True
76,77,9.0,10.0,180,9,3,4,14.2,LW,71,74,82,79,62,22,10,27,True,False
73,73,2.9,15.0,180,3,2,2,5.2,LB,54,62,74,58,59,69,11,29,True,False
72,75,3.1,17.0,176,8,3,3,6.4,CM,62,64,74,68,67,73,9,27,True,False
72,77,3.5,15.0,175,37,3,3,5.9,LM,58,69,76,66,64,62,10,24,True,False
75,80,8.5,24.0,180,16,3,3,18.5,CM,62,69,63,66,69,75,13,26,False,True
76,81,11.5,10.0,185,6,4,3,18.1,CM,68,73,78,77,70,66,10,25,False,True
73,80,5.0,40.0,188,62,3,1,10.3,GK,16,21,49,43,29,14,73,25,False,True
73,76,3.6,57.0,190,47,2,2,6.9,CB,46,45,54,56,55,74,9,26,False,True
71,80,3.6,6.0,185,1,3,1,7.0,GK,19,23,41,39,24,14,70,24,False,True
73,77,3.8,850.0,179,14,3,2,8.6,CB,55,56,71,68,60,73,10,26,False,True
68,75,2.1,6.0,187,25,3,1,4.8,GK,18,20,51,44,29,13,68,25,False,True
62,72,900.0,2.0,172,5,3,3,1.8,CM,51,61,68,53,58,57,9,23,True,False
75,78,7.0,31.0,184,3,3,3,13.8,LB,68,65,69,70,66,71,10,27,True,False
70,76,2.5,3.0,172,21,2,3,4.5,CF,62,70,76,64,62,44,11,24,True,False
62,67,600.0,3.0,178,10,3,3,1.1,RM,54,58,76,60,53,33,11,24,True,False
77,82,14.5,39.0,185,98,2,2,25.7,CB,42,44,68,64,60,79,12,25,True,False
73,74,0.0,0.0,188,24,3,2,0.0,CB,52,57,61,58,61,72,13,30,False,True
82,82,30.5,24.0,185,9,4,4,61.0,ST,78,72,76,78,67,35,11,31,False,True
72,78,3.8,14.0,170,7,5,4,6.5,LM,58,67,86,70,55,40,12,24,False,True
71,73,1.7,7.0,185,12,2,1,3.5,GK,12,20,55,45,30,14,70,28,False,True
73,79,4.8,37.0,186,18,4,3,9.1,RM,61,65,78,68,62,33,11,25,True,False
74,81,8.0,12.0,184,2,5,2,13.6,CB,47,49,74,63,54,75,11,24,False,True
69,76,2.9,11.0,169,9,3,2,0.0,ST,62,56,81,66,56,19,12,23,False,True
68,78,2.6,3.0,170,6,3,3,4.3,CM,53,60,80,69,63,66,11,22,False,True
71,78,3.6,21.0,173,21,4,3,7.6,CDM,58,62,77,67,67,65,11,24,False,True
67,73,1.5,11.0,178,36,3,2,3.2,LB,49,54,62,56,54,70,11,23,False,True
75,79,7.5,59.0,178,3,4,3,0.0,LB,64,64,74,61,63,73,8,24,True,False
76,81,11.5,33.0,183,7,2,3,22.7,LM,67,77,73,69,65,54,12,24,True,False
76,76,6.0,40.0,184,17,3,3,10.2,RW,73,60,76,82,68,36,12,32,False,True
68,68,1.3,6.0,175,10,3,3,2.4,LM,61,62,77,61,57,54,9,28,False,True
71,76,2.9,11.0,180,15,5,3,0.0,ST,66,52,69,74,58,26,14,24,False,True
75,79,8.0,24.0,195,8,3,3,15.8,CM,67,70,62,77,71,72,11,25,False,True
77,78,11.0,65.0,189,16,3,2,21.7,CB,52,53,61,58,61,79,13,28,False,True
77,78,11.0,16.0,187,21,3,3,16.2,CDM,65,72,68,63,69,73,11,28,False,True
77,80,13.0,41.0,185,39,4,3,23.1,RB,64,69,74,64,68,76,12,26,False,True
71,71,2.0,15.0,185,17,2,3,3.6,LM,61,62,82,64,58,56,10,28,True,False
74,75,5.0,24.0,182,19,4,3,10.9,ST,71,68,70,74,64,31,11,26,False,True
74,80,6.0,49.0,193,2,4,2,0.0,CB,48,50,59,60,51,74,10,26,False,True
71,72,2.2,18.0,181,20,3,3,0.0,RM,61,62,81,66,54,45,11,27,False,True
71,72,2.2,15.0,186,31,4,4,4.1,LM,64,69,74,66,64,63,9,27,True,False
75,78,6.5,20.0,189,2,3,3,12.2,CB,54,55,65,67,63,75,13,27,False,True
72,75,3.0,11.0,178,15,2,3,6.2,LB,58,62,71,67,67,68,11,26,True,False
71,72,2.2,10.0,180,7,3,4,3.4,LM,64,69,77,67,67,69,11,26,True,False
79,79,19.0,66.0,168,12,4,4,0.0,CM,65,84,78,66,74,68,10,28,False,True
74,77,5.5,17.0,170,27,2,3,0.0,LB,64,72,78,75,65,72,9,25,True,False
75,75,5.5,10.0,179,77,3,3,0.0,RB,58,59,82,66,62,69,11,28,False,True
80,80,21.0,34.0,177,4,3,3,39.9,RB,64,67,78,64,59,78,13,27,False,True
79,79,17.0,27.0,177,26,4,2,32.3,CDM,66,70,72,73,70,80,11,27,False,True
78,78,16.5,35.0,170,19,3,2,29.7,CM,67,69,80,64,62,51,12,23,False,True
75,80,7.5,26.0,189,12,3,2,16.3,CB,50,48,57,63,63,75,13,27,False,True
74,76,4.7,42.0,190,4,2,2,9.3,CB,47,43,53,56,50,76,10,26,False,True
76,82,11.0,10.0,186,8,3,3,19.8,CDM,64,75,67,72,73,72,10,25,False,True
72,76,3.3,31.0,182,9,4,3,6.5,ST,65,58,68,69,56,26,10,26,False,True
74,77,5.5,41.0,183,7,3,4,10.9,CM,67,71,78,75,72,68,10,27,True,False
66,66,0.0,0.0,191,12,2,1,0.0,GK,22,21,51,48,25,22,64,32,False,True
73,77,4.1,12.0,180,27,3,2,7.7,RB,58,61,75,70,63,71,11,25,False,True
74,75,5.0,26.0,172,11,4,4,9.9,RM,64,73,81,65,65,43,9,27,True,False
73,78,4.6,31.0,184,10,3,3,9.1,CM,64,70,74,73,68,67,12,25,True,False
77,80,14.0,17.0,189,23,3,3,29.1,ST,67,62,72,77,61,27,7,27,False,True
75,78,6.5,20.0,190,24,3,2,14.1,CB,55,53,56,67,64,74,13,27,False,True
80,81,22.0,32.0,175,18,3,3,47.9,CDM,64,76,70,74,71,81,11,28,False,True
69,75,2.1,5.0,170,23,2,3,3.5,LB,52,59,76,65,62,63,13,25,True,False
70,74,2.1,13.0,180,14,3,2,4.1,LWB,56,65,71,67,60,62,12,24,True,False
71,73,2.0,16.0,186,95,3,3,3.2,CB,57,62,71,74,62,72,14,28,True,False
76,76,8.0,26.0,165,22,4,4,16.0,CAM,65,74,87,64,66,35,9,29,False,True
78,78,14.0,28.0,176,39,4,4,28.0,RM,67,71,83,76,70,57,11,30,False,True
68,68,1.0,6.0,182,12,4,3,1.9,CDM,54,63,69,68,63,68,11,30,False,True
71,74,2.3,22.0,190,5,3,2,4.8,CB,48,53,60,60,58,72,12,26,False,True
70,74,2.3,9.0,173,7,2,4,4.8,RM,56,64,79,54,60,46,13,25,True,False
70,75,2.2,2.0,180,17,3,3,3.7,RB,59,62,70,57,64,69,9,25,False,True
79,83,22.0,32.0,181,5,3,2,47.9,CB,66,72,75,76,72,79,10,26,False,True
